id,hoard_id,title,ex_start_date,ex_end_date,buried,b_start_date,b_end_date,contents,notes,location_uri
2590,igch0001,"Matala environs, port of Phaestus, Crete",1943,,c. 550 – 525 BC,-550,-525,71 AR,,https://www.geonames.org/257598
2591,igch0002,Athens,1788,,c. 525 – 515 BC,-525,-515,26+ AR,,https://www.geonames.org/264371
2592,igch0003,Euboea,1935,,530 – 510 BC,-530,-510,c. 6 AR,,https://www.geonames.org/262565
2593,igch0004,"Cythera, Laconia",1925,1925,525 – 500 BC,-525,-500,AR,"Uncertain count noted in IGCH including 1 [uncertain], which has been counted as 1. Then, the total count comes to 1 coin of a group of at least 2+ coins",https://www.geonames.org/259709
2594,igch0005,"Eleusis (E. of Telesterion), Attica",1883,,520 – 500 BC,-520,-500,7-8 AR. From excavations,,https://www.geonames.org/262752
2595,igch0006,Cyclades,1889,,c. 500 BC,-500,-500,145+ AR,,https://www.geonames.org/259820
2596,igch0007,Santorin (anc. Thera),1821,,c. 500 – 490 BC,-500,-490,760 AR,,https://www.geonames.org/252919
2597,igch0008,Melos,1825,,c. 500 – 490 BC,-500,-490,AR,"Uncertain count noted in IGCH including 2 [uncertain], which each has been counted as 1. Then, the total count comes to 2 coins of a group of at least 2+ coins",https://www.geonames.org/256951
2598,igch0009,"Eretria, Euboea",1870,,500 – 480 BC,-500,-480,AR,"Uncertain count noted in IGCH including 3 [uncertain], which each has been counted as 1. Then, the total count comes to at least 3 coins",https://www.geonames.org/262628
2599,igch0010,"Pascha, SW of Cyme, Euboea",1883,,500 – 480 BC,-500,-480,c. 100? AR,"84-85 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Then, the total count comes 86-87 coins",https://www.geonames.org/259806
2600,igch0011,"Isthmia, near Corinth",1954,,c. 480 BC,-480,-480,135 AR. From excavations; beneath floor of Temple of Poseidon and associated fill,,https://www.geonames.org/261721
2601,igch0012,Athens (Acropolis),1886,,479 – 478 BC,-479,-478,"63 AR. From excavation of ""Perserschutt""",,https://www.geonames.org/264371
2602,igch0013,Paros,1936,,early 5th cent. B.C.,-500,-475,c. 100 AR,,https://www.geonames.org/255720
2603,igch0014,"Sunium, Attica",1936,,c. 480 – 470 BC,-480,-470,5 AR. Probably incomplete,,https://www.geonames.org/253427
2604,igch0015,"Olympia environs, Elis",1958,1960,c. 470 BC,-470,-470,25 AR,,https://www.geonames.org/264637
2605,igch0016,Attica,1906,1906,c. 465 BC,-465,-465,9 AR,,https://www.geonames.org/6692632
2606,igch0017,Corinth,1928,,c. 470 – 460 BC,-470,-460,36+ AR,,https://www.geonames.org/259289
2607,igch0018,Corinth,1935,,c. 470 – 450 BC,-470,-450,14 AR,14 coins noted in IGCH (including 1 coin in Corinth noted. Added 13 coins to this group),https://www.geonames.org/259289
2608,igch0019,"Naupactus, Locris",1936,,c. 460 BC,-460,-460,c. 10 AR. In silver box from wall of demolished house,,https://www.geonames.org/256639
2609,igch0020,Peloponnesus,1936,,c. 460 – 450 BC,-460,-450,9 AR,,https://www.geonames.org/255620
2610,igch0021,"Koumares, near Trikkala, Thessaly",1936,,c. 450 BC,-450,-450,c. 36 AR,,https://www.geonames.org/252664
2611,igch0022,"Delphi, Phocis",1896,,c. 450 BC,-450,-450,252 AR. From excavations,,https://www.geonames.org/263219
2612,igch0023,"Kyparissia environs, Messenia",1940,,450 – 425 BC,-450,-425,41 AR. Pot hoard,,https://www.geonames.org/259782
2613,igch0024,"Pyrgos environs, Elis",1944,,450 – 425 BC,-450,-425,48+ AR,,https://www.geonames.org/255229
2614,igch0025,Corinth environs,1952,1953,430 – 415 BC,-430,-415,250+ AR,,https://www.geonames.org/259289
2615,igch0026,"Chalcis, Euboea",1964,,c. 422 – 415 BC,-422,-415,c. 51 AE. Pot hoard,,https://www.geonames.org/260133
2616,igch0027,Melos,1907,,c. 416 BC,-416,-416,c. 100 AR. Pot hoard,,https://www.geonames.org/256951
2617,igch0028,"Chavari, Elis",1933,1933,c. 450-400 B.C.,-450,-400,42+ AR,,https://www.geonames.org/260037
2618,igch0029,"Tegea environs, Arcadia",1875,,c. 430 – 400 BC,-430,-400,AR,"2 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/265368
2619,igch0030,Peloponnesus,1935,,c. 425 – 400 BC,-425,-400,43+ AR,,https://www.geonames.org/255620
2620,igch0031,Scyros,1929,,5th cent. B.C.,-500,-401,3+ AR,,https://www.geonames.org/253613
2621,igch0032,Athens (near the Elissus River),1929,,5th cent. B.C.? ,-500,-401,AV,"Uncertain count noted in IGCH including 1 [uncertain], which has been counted as 1. Then, the total count comes to 1 coin of a group of at least 2+ coins",https://www.geonames.org/264371
2622,igch0033,Megara,1935,,5th cent. B.C.,-500,-401,169 AR,,https://www.geonames.org/257365
2623,igch0034,"Greece, central",1900,,5th cent. B.C.,-500,-401,AR,"Uncertain count noted in IGCH including 5 [uncertain], which each has been counted as 1. Then, the total count comes to at least 5 coins",https://www.geonames.org/390903
2624,igch0035,"Lappa, Elis",1938,,5th cent. B.C.,-500,-401,101 AR,,https://www.geonames.org/258584
2625,igch0036,"Porto Cheli, Argolis",1970,,5th cent. B.C.,-500,-401,17+ AR. From excavations,,https://www.geonames.org/254842
2626,igch0037,"Agrinion, Aetolia",1931,,5th cent. B.C.? ,-500,-401,32 AR,,https://www.geonames.org/265560
2627,igch0038,Corfu (anc. Corcyra),1914,,5th cent. B.C.,-500,-401,12 AR. From excavations,,https://www.geonames.org/2463679
2628,igch0039,Euboea,1921,,late 5th cent. B.C. ,-425,-400,67 AR. Pot hoard,,https://www.geonames.org/262565
2629,igch0040,Arcadia,1932,,late 5th cent. B.C.,-425,-400,91 AR,,https://www.geonames.org/264644
2630,igch0041,Peloponnesus,1965,,late 5th cent. B.C.? ,-425,-400,c. 54 AR,,https://www.geonames.org/255620
2631,igch0042,Euboea (or Boeotia),1951,,c. 400 BC,-400,-400,c. 350 AR,"34 coins noted in IGCH in addition to 68-70 coins in Thebes. Added 246-248 coins to the hoard contents. Then, the total count comes to c. 350 coins",https://www.geonames.org/262565
2632,igch0043,Elis,1918,,c. 400 BC,-400,-400,"4 EL, 12 AV",,https://www.geonames.org/261797
2633,igch0044,"Olympia environs, Elis",1859,,c. 400 BC ?,-400,-400,40-50 AR. Pot hoard,"21 coins noted in IGCH. Added 19-50 coins to the hoard contents. Then, the total count comes to 40-50 coins",https://www.geonames.org/264637
2634,igch0045,Thessaly,1966,,late 5th-early 4th cent. B.C. ,-425,-375,92+ AR,,https://www.geonames.org/6697809
2635,igch0046,"Eleusis, Attica",1902,,406 – 394 BC,-406,-394,AR,,https://www.geonames.org/262752
2636,igch0047,Piraeus,1882,,c. 400 – 380 BC,-400,-380,c. 80 EL. Pot hoard,,https://www.geonames.org/255274
2637,igch0048,"Andritsaena, Elis",1948,,c. 380 BC,-380,-380,111+ AR,,https://www.geonames.org/265048
2638,igch0049,Thessaly,1931,1931,400 – 350 BC,-400,-350,AR. Small find,,https://www.geonames.org/6697809
2639,igch0050,Peloponnesus,1887,1887,c. 370 – 362 BC,-370,-362,AR,"2 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Then, the total count comes to at least 3 coins",https://www.geonames.org/255620
2640,igch0051,Peloponnesus,1821,,c. 375 – 350 BC?,-375,-350,AR (many),"Uncertain count noted in IGCH icnluding 4 [uncertain], which each has been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/255620
2641,igch0052,"Larissa environs (Zarkon), Thessaly",1962,1963,before 350 B.C.,-380,-350,c. 2000 AR,"Uncertain count noted in IGCH including 7 [uncertain], which each has been counted as 1. Added 1993 coins to the hoard contents. Then, the total count comes to c. 2000 AR",https://www.geonames.org/258576
2642,igch0053,"Carystus , Euboea",1860,,mid 4th cent. B.C. ,-375,-325,15 AR,,https://www.geonames.org/260935
2643,igch0054,Crete,1884,1884,mid 4th cent. B.C.,-375,-325,9+ AR. A single hoard?,,https://www.geonames.org/6697802
2644,igch0055,Thessaly,1959,,c. 350 BC,-350,-350,4+ AR,,https://www.geonames.org/6697809
2645,igch0056,"Domokos, Thessaly",1935,,c. 350 BC,-350,-350,16-18+ AR,"16 coins noted in IGCH in addition to 1-2 coins in Larissa. Then, the total count comes to 17-19 coins",https://www.geonames.org/263000
2646,igch0057,Thessaly,1937,,c. 350 BC,-350,-350,6 AR,,https://www.geonames.org/6697809
2647,igch0058,"Atrax environs, Thessaly",1968,,c. 350 BC,-350,-350,324+ AR,,https://www.geonames.org/260729
2648,igch0059,Boeotia,1930,,c. 350 BC,-350,-350,183+ AR,"158 coins noted in IGCH in addition to 25 coins in Lot A, Aegina (only 23 coins noted. Added 2 coins to this group). Then, the total count comes to 183+ coins",https://www.geonames.org/263441
2649,igch0060,Peloponnesus,1937,1937,c. 350 BC,-350,-350,12 AR,,https://www.geonames.org/255620
2650,igch0061,Thessaly,1966,,c. 350 BC or later,-350,-300,20+ AR,,https://www.geonames.org/6697809
2651,igch0062,"Myron, near Karditsa, Thessaly",1914,,c. 350  – after 338 BC,-350,-288,1647+ AR. Pot hoard,"1596 coins noted in IGCH. Added 51 coins to the hoard contents. Then, the total count comes to 1647+ coins",https://www.geonames.org/260989
2652,igch0063,"Eretria environs, Euboea",1855,1855,c. 350 – 340 BC,-350,-340,48 AV,,https://www.geonames.org/262628
2653,igch0064,Corinth,1932,,c. 338 BC,-338,-338,"3 AR, 54 AE. From excavations",,https://www.geonames.org/259289
2654,igch0065,Boeotia,,1952,c. 340 – 330 BC,-340,-330,29 AR,,https://www.geonames.org/263441
2655,igch0066,"Myonia, near Delphi, Phocis",1899,,335 – 330 BC,-335,-330,12+ AR,,https://www.geonames.org/263219
2656,igch0067,"Moulki, near Sicyon",1958,,350 – 325 BC,-350,-325,c. 150 AR. Pot hoard,"149 coins noted in IGCH. Added 1 coin to the hoard contents. Then, the total count comes to c. 150 coins",https://www.geonames.org/256728
2657,igch0068,Peloponnesus,1924,,350 – 325 BC,-350,-325,38 AR,"24 coins noted in IGCH in addition to 14 coins in Aegina (only 2 coins noted. Added 12 coins to this group). Then, the total count comes to 38 coins",https://www.geonames.org/255620
2658,igch0069,Peloponnesus,1954,,350 – 325 BC,-350,-325,25 AR,,https://www.geonames.org/255620
2659,igch0070,"Kirrha, near Delphi, Phocis",1938,,350 – 325 BC,-350,-325,42 AR. From excavations,,https://www.geonames.org/259862
2660,igch0071,"Lamia, Thessaly",1935,1936,350 – 325 BC,-350,-325,AR. Large hoard,"1 coin noted in IGCH and 5 [uncertain], which each has been counted as 1. Then, the total count comes to at least 6 coins",https://www.geonames.org/258620
2661,igch0072,"Palaiomanina Xiromero, Aetolia",1961,,350 – 325 BC,-350,-325,12 AR,,https://www.geonames.org/256087
2662,igch0073,"Arta (and. Ambracia) environs, Epirus",1955,,350 – 325 BC ?,-350,-325,62 AR. Pot hoard?,,https://www.geonames.org/264559
2663,igch0074,"Mageira, Elis",1950,,330 – 325 BC,-330,-325,48 AR,,
2664,igch0075,"Pyrgos, near Olympia, Elis",1929,,330 – 320 BC,-330,-320,20+ AR,"16 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Added 2 coins to the hoard contents. Then, the total count comes to 20+ coins",https://www.geonames.org/255229
2665,igch0076,"Kyparissia, Messenia",1892,1893,c. 327 BC,-327,-327,35 AR,,https://www.geonames.org/259782
2666,igch0077,Corinth,1930,,c. 327 – 325 BC,-327,-325,51 AV. From excavations; found with gold necklace,,https://www.geonames.org/259289
2667,igch0078,"Orchomenus, Boeotia",1920,,c. 323 BC,-323,-323,133 AR,"24 coins noted in IGCH in addition to 9 [uncertain], which each has been counted as 1. Added 100 coins to the hoard contents. Then, the total count comes to 133 coins",https://www.geonames.org/256268
2668,igch0079,"Nemea, Argolis",1938,,c. 325 – 320 BC,-325,-320,3+ AR,,https://www.geonames.org/256558
2669,igch0080,"Gerli, near Larissa, Thessaly",1884,,c. 320 BC,-320,-320,12 AR,,https://www.geonames.org/264594
2670,igch0081,"Greece, central",1911,,c. 319 BC,-319,-319,37+ AR,,https://www.geonames.org/390903
2671,igch0082,"Karditsa, Thessaly",1925,,c. 315 BC,-315,-315,37+ AR,,https://www.geonames.org/260989
2672,igch0083,"Andritsaena, Elis",1923,,c. 315 – 310 BC,-315,-310,150+ AR,,https://www.geonames.org/265048
2673,igch0084,"""Tripolitsa"" (Tripolis), Arcadia",,,c. 315 – 310 BC,-315,-310,23 AR,,https://www.geonames.org/252601
2674,igch0085,"Chiliomodi, 18 km. S of Corinth",1932,,306 BC,-306,-306,196 AR. Pot hoard,,https://www.geonames.org/259993
2675,igch0086,Crete,1967,,c. 325 – 300 BC,-325,-300,11 AR,,https://www.geonames.org/6697802
2676,igch0087,"Cranidi environs, near Castri (anc. Hermione), Argolis",1863,,c. 325 – 300 BC,-325,-300,"500+ AR, AE. Pot hoard","Uncertain count noted in IGCH including 4 [uncertain], which each has been counted as 1. Added 496 coins to the hoard contents Then, the total count comes to 500+ coins",https://www.geonames.org/258873
2677,igch0088,"Greece, western",1907,,c. 325 – 300 BC,-325,-300,28+ AR,,https://www.geonames.org/390903
2678,igch0089,"Aghios Ioannis Rentis, Attica",1962,,c. 325 – 300 BC,-325,-300,13 AR,,https://www.geonames.org/8478257
2728,igch0139,"Chandrinos, Pylos district, Messenia",1963,,300 – 275 BC,-300,-275,5 AE,,https://www.geonames.org/260116
2679,igch0090,Athens,1894,,c. 325 – 300 BC or later,-325,-250,AR,"Uncertain count noted in IGCH including 1 [uncertain], which has been counted as 1. Then, the total count comes to 1 coin of a group of at least 2+ coins",https://www.geonames.org/264371
2680,igch0091,Siphnos,1930,,320 – 300 BC,-320,-300,30 AR,,https://www.geonames.org/253923
2681,igch0092,"Makryneia, Acarnania",1859,,c. 315 – 300 BC,-315,-300,6 AV,,https://www.geonames.org/265560
2682,igch0093,"Lamia district (village of St. Theodore), Thessaly",1901,1902,c. 310 – 300 BC,-310,-300,112 AR,,https://www.geonames.org/258620
2683,igch0094,Megara,1917,,c. 310 – 300 BC,-310,-300,789 AR,"387 coins noted in IGCH. Added 402 coins to the hoard contents. Then, the total count comes to 789 coins",https://www.geonames.org/257365
2684,igch0095,Messene,,1922,c. 305 – 300 BC,-305,-300,31 AR,,https://www.geonames.org/8133986
2685,igch0096,"Kalyvia, Larissa district, Thessaly",1933,,4th cent. BC,-400,-301,13 AR,,https://www.geonames.org/257448
2686,igch0097,"Lamia, Thessaly",1936,,4th cent. BC,-400,-301,16 AR,,https://www.geonames.org/258620
2687,igch0098,Athens,1932,,4th cent. BC,-400,-301,20 AR,,https://www.geonames.org/264371
2688,igch0099,"Aspropyrgos, Attica",1951,,4th cent. BC,-400,-301,3+ AE,,https://www.geonames.org/264445
2689,igch0100,Aegina,1952,,4th cent. BC,-400,-301,c. 8 AR,,https://www.geonames.org/265501
2690,igch0101,"Tripolis , Arcadia",1914,,4th cent. BC,-400,-301,35 AR,,https://www.geonames.org/252601
2691,igch0102,"Pegadakia, near Tripolis, Arcadia",1964,,4th cent. BC,-400,-301,4+ AR,,https://www.geonames.org/252601
2692,igch0103,"Malandreni, western Argolis",1967,,4th cent. BC,-400,-301,5 AR,,https://www.geonames.org/257882
2693,igch0104,"Candia (Herakleion), Crete",1914,,4th cent. BC,-400,-301,3+ AR,,https://www.geonames.org/261745
2694,igch0105,Ithaca,1938,1938,4th cent. BC,-400,-301,"AR, AE?","Uncertain count noted in IGCH including 4 [uncertain], which each has been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/261707
2695,igch0106,"S. Euphemia environs, Corfu (anc. Corcyra)",1846,1846,4th cent. BC ?,-400,-301,c. 150 AR. Pot hoard,,https://www.geonames.org/264265
2696,igch0107,Peloponnesus,1961,,Late 4th cent. BC,-325,-300,c. 40 AR,"7 coins noted in IGCH. Added 33 coins to the hoard contents. Then, the total count comes to c. 40 coins",https://www.geonames.org/255620
2697,igch0108,Mycenae,1939,,Late 4th cent. BC,-325,-300,9 AR. From excavations,,https://www.geonames.org/257058
2698,igch0109,"Charakas, east of Gortyna, Crete",1963,,Late 4th cent. BC,-325,-300,71+ AR,,https://www.geonames.org/260083
2699,igch0110,Delos,1910,,Late 4th cent. BC,-325,-300,50 AR. Pot hoard from excavations,,https://www.geonames.org/263090
2700,igch0111,Thessaly (Larissa or Crannon),1937,,Late 4th cent. BC,-325,-300,c. 69 AR,,https://www.geonames.org/6697809
2701,igch0112,"S. Maura, Leucas, Acarnania",1847,1847,Late 4th cent. BC ?,-325,-300,140 AR. Pot hoard,,https://www.geonames.org/258437
2702,igch0113,"Alipheira, near border of Triphylia and Arcadia",1953,,end of 4th cent. BC,-325,-300,20 AR,,https://www.geonames.org/265340
2703,igch0114,Argos,1967,,end of 4th cent. BC,-325,-300,8+ AR,,https://www.geonames.org/264670
2704,igch0115,"Bozika, near Nemea, Argolis",1940,,end of 4th cent. BC,-325,-300,22 AR,,https://www.geonames.org/263375
2705,igch0116,Thessaly,1925,,c. 300 BC,-300,-300,27 AE,,https://www.geonames.org/6697809
2706,igch0117,"Tricca (mod. Trikkala), Thessaly",1938,,c. 300 BC,-300,-300,38 AR,,https://www.geonames.org/252664
2707,igch0118,"Karditsa, Thessaly",1955,,c. 300 BC,-300,-300,2+ AE,,https://www.geonames.org/260989
2708,igch0119,"Leucas, Acarnania",1925,,c. 300 BC ?,-300,-300,49+ AR,,https://www.geonames.org/258438
2709,igch0120,"Dyrmish, c. 20 km. SE of Sarandë, Albania",1960,,c. 300 BC,-300,-300,72 AR. Pot hoard,,https://www.geonames.org/363381
2710,igch0121,"Ougri, Achaea",1892,1892,c. 300 BC,-300,-300,"2 AV, 6 AR",,https://www.geonames.org/265491
2711,igch0122,"Mavriki, near Mantineia, Arcadia",1962,,c. 300 BC,-300,-300,"28+ AR, 2+ AE",,https://www.geonames.org/257559
2712,igch0123,"Kalamata, Messenia",1849,,c. 300 BC ?,-300,-300,27 AV,,https://www.geonames.org/261604
2713,igch0124,"Philoti, Naxos",1963,,c. 300 BC,-300,-300,"2+ AR, 3+ AE",,https://www.geonames.org/262397
2714,igch0125,Attica,1937,,late 4th – early 3rd cent. BC,-325,-275,c. 600 AR,,https://www.geonames.org/6692632
2715,igch0126,Delos,1910,,late 4th – early 3rd cent. BC,-325,-275,"29 AR, AE. From excavations","29 coins noted in IGCH in addition to 1 [uncertain], which has been counted as 1. Then, the total comes to 30 coins",https://www.geonames.org/263090
2716,igch0127,Piraeus,1956,,315 – 295 BC,-315,-295,89 AR. Pot hoard,,https://www.geonames.org/255274
2717,igch0128,"Kaki Thalassa, Attica",1968,,Before 295 BC,-345,-295,18 AR. Pot hoard,,https://www.geonames.org/8985942
2718,igch0129,Peloponnesus,1935,,310 – 290 BC,-310,-290,478+ AR,,https://www.geonames.org/255620
2719,igch0130,Argos,1966,,early 3rd cent. BC,-300,-275,37+ AR,,https://www.geonames.org/264670
2720,igch0131,Argos,1967,,early 3rd cent. BC,-300,-275,6+ AR,,https://www.geonames.org/264670
2721,igch0132,"Talanta, near Monemvasia, Laconia",1948,1948,early 3rd cent. BC,-300,-275,31 AR,"6 coins noted in IGCH. Added 25 coins to the hoard contents. Then, the total count comes to 31 coins",https://www.geonames.org/253057
2722,igch0133,Thessaly,1966,,early 3rd cent. BC,-300,-275,11+ AR. Incomplete hd.,,https://www.geonames.org/6697809
2723,igch0134,"Thoricos, near Laurium, Attica",1969,,early 3rd cent. BC,-300,-275,"5 AV, 287 AR",,https://www.geonames.org/252894
2724,igch0135,"Anavyssos, near Sunium, Attica",1948,,early 3rd cent. BC,-300,-275,66 AR,"63 coins noted in IGCH. Added 3 coins to the hoard contents. Then, the total count comes to 66 coins",https://www.geonames.org/265100
2725,igch0136,"Anthoupolis, Attica",1961,,early 3rd cent. BC ?,-300,-275,8 AR,,https://www.geonames.org/6692632
2726,igch0137,Megara,1904,,c. 295 BC,-295,-295,163 AR,"64 noted in IGCH. Added 99 coins to the hoard contents. Then, the total count comes to 163 coins",https://www.geonames.org/257365
2727,igch0138,"Asea (mod. Manari), Arcadia",1938,,295 – 280 BC,-295,-280,31 AR,,https://www.geonames.org/257832
3797,igch1208,"Samos, Ionia",1936,,c. 365 BC,-365,-365,c. 3000 AE,,https://www.geonames.org/254114
2729,igch0140,Cephallenia,1935,,c. 300 – 275 BC,-300,-275,"2+ AV, c. 350-400 AR","5 coins (2 AV, 3 AR) noted in IGCH in addition to 1 AV [uncertain], which has been counted as 1 and 14 AR [uncertain], which each has been counted as 1. Added 336-386 AR coins to the hoard contents. Then, the total count comes to at least 3 AV and c. 350-400 AR coins",https://www.geonames.org/260311
2730,igch0141,"Volos, Thessaly",1937,,c. 290 -  275 BC,-290,-275,16 AR,,https://www.geonames.org/251833
2731,igch0142,Attica,1951,,c. 290 -  270 BC,-290,-270,AR,"Uncertain count noted in IGCH including 3 [uncertain], which each has been counted as 1. Then, the total count comes to at least 3 coins",https://www.geonames.org/6692632
2732,igch0143,Aegina,1888,,after c. 287 BC,-287,-257,"3 AV, 13 AR, 3 AE",,https://www.geonames.org/265501
2733,igch0144,"Arta (anc. Ambracia), Epirus",1910,,c. 285 -  275 BC,-285,-275,115 AR,,https://www.geonames.org/264559
2734,igch0145,"Oeniadae, Acarnania",1963,,c. 280 BC,-280,-280,23+ AE. Pot hoard,,https://www.geonames.org/7732664
2735,igch0146,Thessaly,1968,,c. 280 BC,-280,-280,"4 AV, 26 AR",,https://www.geonames.org/6697809
2736,igch0147,"Arta (anc. Ambracia), Epirus",1929,,c. 280 BC,-280,-280,60+ AR. Pot hoard,,https://www.geonames.org/264559
2737,igch0148,"Gravena, Epirus",1922,1922,c. 280 BC,-280,-280,c. 150 AV,"89 coins noted in IGCH. Added 61 coins to the hoard contents. Then, the total count comes to c. 150 coins",https://www.geonames.org/736151
2738,igch0149,"Epidaurus, Argolis",1933,,c. 280 BC,-280,-280,59 AE,,https://www.geonames.org/262661
2739,igch0150,"Myron, near Karditsa, Thessaly",1970,,c. 280 – 270 BC,-280,-270,5000-7000 AR,"3002 coins noted in IGCH in addition to c. 2000 coins (Lysimachus tetradrachms. Small part seen in Athens including 12 [uncertain], which each has been counted as 1. Added 1988 coins to this group) and 3 [uncertain], which each has been counted as 1. Added 7000 coins to the hoard contents. Then, the total count comes to 5005-7000 coins",https://www.geonames.org/260989
2740,igch0151,"Mitropolis, near anc. Gortyna, Crete",1915,,280 – 270 BC,-280,-270,49+ AR,,https://www.geonames.org/256862
2741,igch0152,"Phaestus region, Crete",1953,,280 – 270 BC,-280,-270,410+ AR,"438 coins noted in IGCH in addition to 13+ coins with Pegasi (only 6 coins noted. Added 7 coins to this group). Then, the total count comes to 451 coins",https://www.geonames.org/262531
2742,igch0153,Crete,1964,1964,280 – 270 BC,-280,-270,7+ AR,,https://www.geonames.org/6697802
2743,igch0154,"Crete, central region",1936,,280 – after 270 BC,-280,-240,127+ AR,,https://www.geonames.org/6697802
2744,igch0155,"Greece, central",1884,,300 – 250 BC,-300,-250,48 AR,,https://www.geonames.org/390903
2745,igch0156,"Eretria environs, Euboea",1935,,275 – 250 BC,-275,-250,c. 260 AR,"19 coins noted in IGCH. Added 241 coins to the hoard contents. Then, the total count comes to c. 260 coins",https://www.geonames.org/262628
2746,igch0157,Athens (Agora),1940,,275 – 250 BC,-275,-250,"2 AR, 92 AE. Hoard? From two sections of a manhole during excavations",,https://www.geonames.org/264371
2747,igch0158,"Epidaurus, Argolis",1903,,After 282 – 240 BC,-282,-240,61 AR. From excavations,,https://www.geonames.org/262661
2748,igch0159,"Phayttus, near Tricca, Thessaly",1956,,c. 264 – 240 BC,-264,-240,"61 AR, 4 AE. Pot hoard","62 coins noted in IGCH in addition to 3 coins (Lysimachus tetradrachms: only 2 coins in Lampsacus noted. Added 1 coin to this group). Then, the total count comes to 65 coins",https://www.geonames.org/251253
2749,igch0160,"Coryphasion, near Pylos, Messenia",1958,,Mid 3rd cent. BC,-275,-225,6 AE. From excavations,,https://www.geonames.org/255293
2750,igch0161,"Hymettus, near Athens",1948,,c. 250 BC,-250,-250,3+ AE,,https://www.geonames.org/261786
2751,igch0162,"Karditsa (Palaiokastro), Thessaly",1930,,c. 250 BC,-250,-250,"30 AR, 9 AE",,https://www.geonames.org/260989
2752,igch0163,"Boeotia, opposite Chalcis",1935,,c. 250 BC,-250,-250,49 AR,,https://www.geonames.org/263441
2753,igch0164,Euboea,1952,,c. 250 BC,-250,-250,66+,,https://www.geonames.org/262565
2754,igch0165,"Greece, central",1949,,c. 250 BC or later,-250,-200,c. 80 AR,,https://www.geonames.org/390903
2755,igch0166,"Greece, central",1954,1954,c. 250 BC or later,-250,-200,35 AR,,https://www.geonames.org/390903
2756,igch0167,Euboea,1950,,c. 250 BC or later,-250,-200,165+ AR,"162 coins noted in IGCH. Added 3 coins to the hoard contents. Then, the total count comes to 165+ coins",https://www.geonames.org/262565
2757,igch0168,"Larissa environs, Thessaly",1937,1938,soon after 250 BC,-250,-230,591+ AR,"67 coins noted in IGCH in addition to 248 coins (Alexander III, Asia Minor, [3] lifetime and early post. dr.), 28 coins (Lysimachus, [3] lifetime and post. tetradr.), 155 coins (Larissa, [1] dr.), and 72 coins (Athens, [14] tetradr.). Added 21 coins to the hoard contents. Then, the total count comes to 591+ coins",https://www.geonames.org/258576
2758,igch0169,Euboea,1963,,after 245 BC,-245,-195,c. 300 AE,,https://www.geonames.org/262565
2759,igch0170,"Gytheium, Laconia",1939,,250 – 240 BC,-250,-240,33 AR,,https://www.geonames.org/251297
2760,igch0171,"Mycenae, Argolis",1895,,250 – 240 BC,-250,-240,3786 AR. Found in 3 pots,,https://www.geonames.org/257058
2761,igch0172,Peloponnesus,1962,,250 – 240 BC,-250,-240,9+ AR,,https://www.geonames.org/255620
2762,igch0173,"Dokimion (Malamata-Kyparissia), Acarnania",1955,,c. 250 – 225 BC,-250,-225,50 AR. Pot hoard,,https://www.geonames.org/257883
2763,igch0174,"Naupactus, Locris",1955,,250 – 225 BC,-250,-225,5+ AV. Pot hoard,,https://www.geonames.org/256639
2764,igch0175,"Eretria, Euboea",1937,,c. 235 BC,-235,-235,572+ AR,"572 coins noted in IGCH in addition to 1 [uncertain], which has been counted as 1. Then, the total count comes to 573+ coins",https://www.geonames.org/262628
2765,igch0176,"Olympia, Elis",1922,,c. 235 – 225 BC,-235,-225,82 AR,,https://www.geonames.org/264637
2766,igch0177,"Carystus, Euboea",1945,,c. 230 BC,-230,-230,c. 378 AR,"348 coins noted in IGCH in addition to 30 coins in Lot A (Alexander III, including 1 ancient forgery coin noted. Added 29 coins to this group). Then, the total count comes to c. 378 coins",https://www.geonames.org/260935
2767,igch0178,Euboea,1966,,230 – 220 BC,-230,-220,19 AR,,https://www.geonames.org/262565
2768,igch0179,"Sophikon, N of Epidaurus, Argolis",1893,,c. 230 – 220 BC,-230,-220,c. 950 AR,"947 coins noted in IGCH. Added 3 coins to the hoard contents. Then, the total count comes to c. 950 coins",https://www.geonames.org/253494
2769,igch0180,"Megalopolis, Arcadia",1947,,c. 225 BC,-225,-225,40 AR,,https://www.geonames.org/257395
2770,igch0181,"Sparta, Laconia",1908,,c. 222 BC,-222,-222,86 AR. Pot hoard from excavations,,https://www.geonames.org/253394
2771,igch0182,"Therianos, W of Patras, Achaea",1930,,After 265  - c. 220 BC,-265,-220,55 AR. Pot hoard,,https://www.geonames.org/252956
2772,igch0183,Sicyon,1936,,c. 220 BC,-220,-220,7 AE. From excavations,,https://www.geonames.org/253878
2773,igch0184,"Kato Kleitoria, near Tripolis, Arcadia",1936,,c. 220 BC,-220,-220,14 AE,,https://www.geonames.org/260557
2774,igch0185,Peloponnesus,1924,1924,c. 220 – 215 BC,-220,-215,5 AR,,https://www.geonames.org/255620
